	FIPS104	DEPT_NAME	DEPTCO	MIGCO2	MUNICO	MUNI_NAME	MATCH_QUAL	MPIO	MPIOS	AREA	PERIMETER	WCOLGEN02_	WCOLGEN021	DPTO	NOMBRE_DPT	NOMBRE_MPI	NOMBRE_CAB	CLASEMUN	ZONA	OF_REG	REG_ZONAS	HECTARES	CENTROID_LNG	CENTROID_LAT
269	CO26	Santander	68	68	425	Santa Bárbara	95.0	705	68705	207304923.61	63965.7694191	273	668	68	SANTANDER	SANTA BARBARA	SANTA BARBARA	CM	ZONA06	DANGA	DANGAZONA06	20730.492	1127026.415791702	1258832.370059195
270	CO02	Antioquia	05	05	049	Sabanalarga	100.0	628	05628	252826646.952	74288.6005973	274	373	05	ANTIOQUIA	SABANALARGA	SABANALARGA	CM	ZONA01	DAMED	DAMEDZONA01	25282.665	809534.8482840477	1254290.8773636837
271	CO03	Arauca	81	81	514	Saravena	100.0	736	81736	847406709.779	126385.64343	275	846	81	ARAUCA	SARAVENA	SARAVENA	CM	ZONA10	DANGA	DANGAZONA10	84740.671	1243129.9302894964	1253086.808246477
272	CO03	Arauca	81	81	513	Arauquita	100.0	065	81065	3061699286.26	292881.24909	276	842	81	ARAUCA	ARAUQUITA	ARAUQUITA	CM	ZONA10	DANGA	DANGAZONA10	306169.929	1307948.8038863465	1240327.715925348
273	CO26	Santander	68	68	425	Guaca	100.0	318	68318	255305798.62	78291.1269816	277	635	68	SANTANDER	GUACA	GUACA	CM	ZONA06	DANGA	DANGAZONA06	25530.58	1136280.003236187	1256395.5220858485
274	CO02	Antioquia	05	05	050	Uramita	100.0	842	05842	242604362.265	74442.4285428	278	400	05	ANTIOQUIA	URAMITA	URAMITA	CM	ZONA02	DAMED	DAMEDZONA02	24260.436	775613.6471307153	1261584.3820398087
275	CO36	Boyacá	15	15	119	Cubará	90.0	223	15223	1281129157.8	179342.550002	279	873	15	BOYACA	CUBARA	CUBARA	CM	ZONA10	DANGA	DANGAZONA10	128112.916	1206644.4065583046	1250029.8122100949
276	CO02	Antioquia	05	05	021	Murindo	100.0	475	05475	1294066172.34	167209.089371	280	360	05	ANTIOQUIA	MURINDO	MURINDO	CM	ZONA07	DAMED	DAMEDZONA07	129406.617	709443.6892065913	1246755.9886293234
277	CO02	Antioquia	05	05	048	San Andres	100.0	647	05647	169440145.187	64694.8568102	281	376	05	ANTIOQUIA	SAN ANDRES	SAN ANDRES	CM	ZONA04	DAMED	DAMEDZONA04	16944.015	825479.1271368293	1258575.9359061304
278	CO02	Antioquia	05	05	050	Cañasgordas	100.0	138	05138	465770781.18	111642.915966	282	321	05	ANTIOQUIA	CA¥ASGORDAS	CA¥ASGORDAS	CM	ZONA02	DAMED	DAMEDZONA02	46577.078	784427.9144941685	1247990.2565403306
279	CO26	Santander	68	68	425	Cerrito	100.0	162	68162	402659813.799	87812.8097562	283	615	68	SANTANDER	CERRITO	CERRITO	CM	ZONA06	DANGA	DANGAZONA06	40265.981	1155843.5969011711	1253655.8423225556
280	CO26	Santander	68	68	426	Zapatoca	100.0	895	68895	395902420.401	113140.065596	284	680	68	SANTANDER	ZAPATOCA	ZAPATOCA	CM	ZONA01	DANGA	DANGAZONA01	39590.242	1086783.709389667	1245506.444573153
281	CO02	Antioquia	05	05	049	Buriticá	92.0	113	05113	309301860.971	91087.1819864	285	316	05	ANTIOQUIA	BURITICA	BURITICA	CM	ZONA01	DAMED	DAMEDZONA01	30930.186	796998.842190049	1245107.2050416714
282	CO02	Antioquia	05	05	056	Vegachí	91.0	858	05858	531865615.883	123912.629101	286	404	05	ANTIOQUIA	VEGACHI	VEGACHI	CM	ZONA05	DAMED	DAMEDZONA05	53186.562	921948.9174900375	1245295.6533824666
283	CO02	Antioquia	05	05	047	Angostura	100.0	038	05038	364778808.42	84356.3848529	287	301	05	ANTIOQUIA	ANGOSTURA	ANGOSTURA	CM	ZONA04	DAMED	DAMEDZONA04	36477.881	858494.0145226084	1250030.4158880839
284	CO02	Antioquia	05	05	057	Guadalupe	100.0	315	05315	82235664.475	44796.540606	288	345	05	ANTIOQUIA	GUADALUPE	GUADALUPE	CM	ZONA04	DAMED	DAMEDZONA04	8223.566	872075.4075940419	1249721.949943014
285	CO26	Santander	68	68	433	Simacota	100.0	745	68745	966637960.004	225634.572198	289	670	68	SANTANDER	SIMACOTA	SIMACOTA	CM	ZONA04	DANGA	DANGAZONA04	96663.796	1040043.5898214155	1226666.979049904
286	CO26	Santander	68	68	440	San Andres	100.0	669	68669	261590480.551	77786.0008969	290	661	68	SANTANDER	SAN ANDRES	SAN ANDRES	CM	ZONA06	DANGA	DANGAZONA06	26159.048	1137848.7093411786	1241777.1466201092
287	CO02	Antioquia	05	05	021	Frontino	100.0	284	05284	1317150822.98	178275.152241	291	340	05	ANTIOQUIA	FRONTINO	FRONTINO	CM	ZONA02	DAMED	DAMEDZONA02	131715.082	752440.9000102454	1233932.4940558365
288	CO02	Antioquia	05	05	052	San José de la Montaña	94.0	658	05658	177761935.077	56880.0563822	292	380	05	ANTIOQUIA	SAN JOSE DE LA MONTA¥A	SAN JOSE DE LA MONTA¥A	CM	ZONA04	DAMED	DAMEDZONA04	17776.194	821270.8893678208	1246133.5722115564
289	CO02	Antioquia	05	05	057	Gomez Plata	100.0	310	05310	387439495.813	96485.3886881	293	343	05	ANTIOQUIA	GOMEZ PLATA	GOMEZ PLATA	CM	ZONA04	DAMED	DAMEDZONA04	38743.95	875647.1883238362	1232310.2803119994
290	CO26	Santander	68	68	427	Concepción	94.0	207	68207	319035803.085	102035.839065	294	621	68	SANTANDER	CONCEPCION	CONCEPCION	CM	ZONA06	DANGA	DANGAZONA06	31903.58	1159938.1821690837	1240339.1910717061
291	CO26	Santander	68	68	426	Los Santos	100.0	418	68418	285274211.354	65733.4284572	295	645	68	SANTANDER	LOS SANTOS	LOS SANTOS	CM	ZONA06	DANGA	DANGAZONA06	28527.421	1105689.3846960268	1243206.3968660247
292	CO11	Chocó	27	27	293	Bojayá	90.0	099	27099	3575804755.49	368385.363065	296	279	27	CHOCO	BOJAYA	BELLAVISTA	CM	ZONA07	DAMED	DAMEDZONA07	357580.476	666203.8289284727	1209139.2022506322
293	CO26	Santander	68	68	433	El Carmen de Chucuri	100.0	235	68235	963012804.192	138140.008434	297	625	68	SANTANDER	EL CARMEN DE CHUCURI	EL CARMEN DE CHUCURI	CM	ZONA02	DANGA	DANGAZONA02	96301.28	1051475.0621940943	1229083.5499486835
294	CO02	Antioquia	05	05	037	Santa Rosa de Osos	100.0	686	05686	872371208.397	151181.011238	298	388	05	ANTIOQUIA	SANTA ROSA DE OSOS	SANTA ROSA DE OSOS	CM	ZONA04	DAMED	DAMEDZONA04	87237.121	847491.7560539462	1229219.5898128455
295	CO26	Santander	68	68	433	Puerto Parra	100.0	573	68573	797793647.791	149550.184078	299	609	68	SANTANDER	PUERTO PARRA	PUERTO PARRA	CM	ZONA02	DANGA	DANGAZONA02	79779.365	1010913.1989546611	1229741.7178048668
296	CO03	Arauca	81	81	513	Fortul	100.0	300	81300	1704785548.14	244515.131247	300	844	81	ARAUCA	FORTUL	FORTUL	CM	ZONA10	DANGA	DANGAZONA10	170478.555	1242043.5503859962	1225904.3887746609
297	CO02	Antioquia	05	05	021	Vigia del Fuerte	100.0	873	05873	1775409553.5	313036.280961	301	406	05	ANTIOQUIA	VIGIA DEL FUERTE	VIGIA DEL FUERTE	CM	ZONA07	DAMED	DAMEDZONA07	177540.955	711463.4564273893	1204646.7815277467
298	CO36	Boyacá	15	15	119	Chiscas	100.0	180	15180	731954217.149	122355.185128	302	874	15	BOYACA	CHISCAS	CHISCAS	CM	ZONA09	DABOG	DABOGZONA09	73195.422	1181219.5444507122	1227611.590385436
299	CO02	Antioquia	05	05	057	Carolina	100.0	150	05150	171001761.318	53125.6001095	303	325	05	ANTIOQUIA	CAROLINA	CAROLINA	CM	ZONA04	DAMED	DAMEDZONA04	17100.176	862854.5362352902	1237826.2918480332
300	CO02	Antioquia	05	05	056	Yolombó	91.0	890	05890	896719101.539	218508.72626	304	409	05	ANTIOQUIA	YOLOMBO	YOLOMBO	CM	ZONA05	DAMED	DAMEDZONA05	89671.91	905136.5797234357	1225117.9648978931
301	CO26	Santander	68	68	429	Aratoca	100.0	051	68051	153889769.642	58632.4424469	305	607	68	SANTANDER	ARATOCA	ARATOCA	CM	ZONA03	DANGA	DANGAZONA03	15388.977	1116339.6869883034	1232959.0315245108
302	CO11	Chocó	27	27	293	Bahía Solano	95.0	075	27075	1047317922.42	257387.728031	306	277	27	CHOCO	BAHIA SOLANO	MUTIS	CM	ZONA07	DAMED	DAMEDZONA07	104731.792	636770.7050400125	1189756.8382593805
303	CO26	Santander	68	68	429	Cepitá	90.0	160	68160	134851223.102	49074.9729237	307	1040	68	SANTANDER	CEPITA	CEPITA	CM	ZONA03	DANGA	DANGAZONA03	13485.122	1125143.7625330645	1236214.3324366037
304	CO02	Antioquia	05	05	052	Liborina	100.0	411	05411	241289881.615	62878.9992481	308	356	05	ANTIOQUIA	LIBORINA	LIBORINA	CM	ZONA01	DAMED	DAMEDZONA01	24128.988	810068.3905073736	1235121.7407467493
305	CO02	Antioquia	05	05	052	Belmira	100.0	086	05086	309269647.43	100749.237722	309	310	05	ANTIOQUIA	BELMIRA	BELMIRA	CM	ZONA01	DAMED	DAMEDZONA01	30926.965	825701.3266040924	1224218.1907803216
306	CO02	Antioquia	05	05	056	Yali	100.0	885	05885	487395849.131	113031.80627	310	407	05	ANTIOQUIA	YALI	YALI	CM	ZONA05	DAMED	DAMEDZONA05	48739.585	921575.3182080621	1232678.774858777
307	CO26	Santander	68	68	431	Galán	88.0	296	68296	187425223.751	69946.6236057	311	632	68	SANTANDER	GALAN	GALAN	CM	ZONA02	DANGA	DANGAZONA02	18742.522	1081674.7958871378	1228268.6828963666
308	CO26	Santander	68	68	440	Málaga	90.0	432	68432	55889197.7552	30104.2829252	312	1041	68	SANTANDER	MALAGA	MALAGA	CM	ZONA06	DANGA	DANGAZONA06	5588.92	1144842.8604184596	1233357.9041970694
309	CO26	Santander	68	68	413	Cimitarra	100.0	190	68190	2821482887.75	244085.877655	313	620	68	SANTANDER	CIMITARRA	CIMITARRA	CM	ZONA02	DANGA	DANGAZONA02	282148.289	989649.1035408336	1202290.1376981842
310	CO26	Santander	68	68	429	Villanueva	100.0	872	68872	99385358.7042	47190.1395791	314	679	68	SANTANDER	VILLANUEVA	VILLANUEVA	CM	ZONA03	DANGA	DANGAZONA03	9938.536	1099866.5612120547	1228617.787755971
311	CO02	Antioquia	05	05	050	Abriaquí	92.0	004	05004	282106381.055	76981.3322612	315	295	05	ANTIOQUIA	ABRIAQUI	ABRIAQUI	CM	ZONA02	DAMED	DAMEDZONA02	28210.638	777739.2926231062	1224573.917190027
312	CO26	Santander	68	68	427	Carcasi	100.0	152	68152	237021666.193	60751.589618	316	614	68	SANTANDER	CARCASI	CARCASI	CM	ZONA06	DANGA	DANGAZONA06	23702.167	1164524.934723212	1226832.1566842988
313	CO02	Antioquia	05	05	030	Puerto Berrio	100.0	579	05579	1140318608.65	154352.604101	317	1049	05	ANTIOQUIA	PUERTO BERRIO	PUERTO BERRIO	CM	ZONA05	DAMED	DAMEDZONA05	114031.861	949286.4559144373	1207103.8207870598
314	CO26	Santander	68	68	429	Jordán	90.0	370	68370	40714789.2569	27569.8281673	318	640	68	SANTANDER	JORDAN	JORDAN	CM	ZONA06	DANGA	DANGAZONA06	4071.479	1107395.4878229704	1232284.6915614621
315	CO36	Boyacá	15	15	119	Guicán	90.0	332	15332	880871765.776	147037.248373	319	876	15	BOYACA	GUICAN	GUICAN	CM	ZONA09	DABOG	DABOGZONA09	88087.177	1199987.0481114278	1214646.3812320277
316	CO02	Antioquia	05	05	051	Giraldo	100.0	306	05306	101658256.618	44261.8447966	320	341	05	ANTIOQUIA	GIRALDO	GIRALDO	CM	ZONA01	DAMED	DAMEDZONA01	10165.826	792631.3737657531	1228448.6081559171
317	CO26	Santander	68	68	431	Barichara	100.0	079	68079	92499130.8159	44723.1466912	321	608	68	SANTANDER	BARICHARA	BARICHARA	CM	ZONA03	DANGA	DANGAZONA03	9249.913	1093670.7916696148	1226396.3645588092
318	CO26	Santander	68	68	428	Enciso	100.0	266	68266	103229925.642	43684.9262841	322	628	68	SANTANDER	ENCISO	ENCISO	CM	ZONA06	DANGA	DANGAZONA06	10322.993	1151933.7494604	1226632.966154476
319	CO26	Santander	68	68	428	Molagavita	100.0	468	68468	183599870.122	57638.8100486	323	649	68	SANTANDER	MOLAGAVITA	MOLAGAVITA	CM	ZONA06	DANGA	DANGAZONA06	18359.987	1135883.044479544	1224348.4548863124
320	CO03	Arauca	81	81	512	Cravo Norte	100.0	220	81220	5748355068.01	368905.398324	324	843	81	ARAUCA	CRAVO NORTE	CRAVO NORTE	CM	ZONA10	DANGA	DANGAZONA10	574835.507	1440846.5869727232	1192900.1559697923
321	CO03	Arauca	81	81	515	Tame	100.0	794	81794	5390576150.16	347427.574566	325	847	81	ARAUCA	TAME	TAME	CM	ZONA10	DANGA	DANGAZONA10	539057.615	1255981.397515555	1194978.3911522
322	CO26	Santander	68	68	428	San José de Miranda	96.0	684	68684	79187507.0254	39772.6929985	326	665	68	SANTANDER	SAN JOSE DE MIRANDA	SAN JOSE DE MIRANDA	CM	ZONA06	DANGA	DANGAZONA06	7918.751	1144584.8791204123	1222696.8669318394
323	CO02	Antioquia	05	05	072	Entrerrios	100.0	264	05264	192845259.552	65270.0659976	327	337	05	ANTIOQUIA	ENTRERRIOS	ENTRERRIOS	CM	ZONA01	DAMED	DAMEDZONA01	19284.526	835126.9433416789	1220419.2690895589
324	CO26	Santander	68	68	429	Curití	90.0	229	68229	202833289.275	69838.6697524	328	624	68	SANTANDER	CURITI	CURITI	CM	ZONA03	DANGA	DANGAZONA03	20283.329	1114455.77822097	1222093.7588395067
325	CO03	Arauca	81	81	515	Puerto Rondón	95.0	591	81591	2277138150.85	250247.850212	329	845	81	ARAUCA	PUERTO RONDON	PUERTO RONDON	CM	ZONA10	DANGA	DANGAZONA10	227713.815	1348108.337722857	1198972.1744505854
326	CO02	Antioquia	05	05	052	Olaya	100.0	501	05501	118549689.448	49196.3232457	330	365	05	ANTIOQUIA	OLAYA	OLAYA	CM	ZONA01	DAMED	DAMEDZONA01	11854.969	811394.0724977264	1221989.545538679
327	CO02	Antioquia	05	05	051	Santafe de Antioquia	100.0	042	05042	445379482.303	91079.7415601	331	303	05	ANTIOQUIA	SANTAFE DE ANTIOQUIA	SANTAFE DE ANTIOQUIA	CM	ZONA01	DAMED	DAMEDZONA01	44537.948	797027.7421911855	1214501.6123520369
328	CO26	Santander	68	68	431	Cabrera	100.0	121	68121	104610313.785	43702.0667465	332	611	68	SANTANDER	CABRERA	CABRERA	CM	ZONA03	DANGA	DANGAZONA03	10461.031	1089948.3564461651	1217413.7995963963
329	CO26	Santander	68	68	419	San Gil	100.0	679	68679	151857715.172	69881.2891532	333	663	68	SANTANDER	SAN GIL	SAN GIL	CM	ZONA04	DANGA	DANGAZONA04	15185.772	1104216.186881325	1215242.9418898143
330	CO02	Antioquia	05	05	058	Maceo	100.0	425	05425	423599973.203	94902.191681	334	357	05	ANTIOQUIA	MACEO	MACEO	CM	ZONA05	DAMED	DAMEDZONA05	42359.997	927628.3150022728	1212460.645315592
331	CO26	Santander	68	68	430	Mogotes	100.0	464	68464	502363800.471	102733.507134	335	648	68	SANTANDER	MOGOTES	MOGOTES	CM	ZONA03	DANGA	DANGAZONA03	50236.38	1121281.677592656	1207496.588682166
332	CO26	Santander	68	68	431	Hato	100.0	344	68344	164301948.131	56113.4480896	336	681	68	SANTANDER	HATO	HATO	CM	ZONA04	DANGA	DANGAZONA04	16430.195	1077596.4184391617	1215459.0465521475
333	CO02	Antioquia	05	05	053	Sopetrán	92.0	761	05761	188354867.063	70370.717937	337	393	05	ANTIOQUIA	SOPETRAN	SOPETRAN	CM	ZONA01	DAMED	DAMEDZONA01	18835.487	813959.5169737133	1212210.5845509926
334	CO26	Santander	68	68	428	San Miguel	100.0	686	68686	69479040.7391	37305.4252432	338	666	68	SANTANDER	SAN MIGUEL	SAN MIGUEL	CM	ZONA06	DANGA	DANGAZONA06	6947.904	1156606.1822130634	1216762.5903929397
335	CO02	Antioquia	05	05	042	Urrao	100.0	847	05847	2646107005.15	255351.166256	339	401	05	ANTIOQUIA	URRAO	URRAO	CM	ZONA06	DAMED	DAMEDZONA06	264610.701	758187.5738785209	1193287.859090557
336	CO26	Santander	68	68	427	Capitanejo	100.0	147	68147	127062500.035	50269.727503	340	613	68	SANTANDER	CAPITANEJO	CAPITANEJO	CM	ZONA06	DANGA	DANGAZONA06	12706.25	1152373.610513146	1210459.6429789024
337	CO02	Antioquia	05	05	062	Cisneros	100.0	190	05190	39014811.9626	27421.2318233	341	328	05	ANTIOQUIA	CISNEROS	CISNEROS	CM	ZONA05	DAMED	DAMEDZONA05	3901.481	887928.2166472507	1215315.5143678556
338	CO26	Santander	68	68	427	Macaravita	100.0	425	68425	111993877.207	52656.4049377	342	646	68	SANTANDER	MACARAVITA	MACARAVITA	CM	ZONA06	DANGA	DANGAZONA06	11199.388	1162637.7768402114	1210159.2829651
339	CO36	Boyacá	15	15	121	Covarachía	94.0	218	15218	97370280.2841	43049.2858209	343	880	15	BOYACA	COVARACHIA	COVARACHIA	CM	ZONA06	DANGA	DANGAZONA06	9737.028	1144318.8927100012	1210092.5824693367
340	CO02	Antioquia	05	05	072	Don Matías	94.0	237	05237	183130490.179	81652.9560209	344	334	05	ANTIOQUIA	DON MATIAS	DON MATIAS	CM	ZONA04	DAMED	DAMEDZONA04	18313.049	857549.7748177781	1210193.795380482
341	CO02	Antioquia	05	05	062	Santo Domingo	100.0	690	05690	262460802.496	93146.3730424	345	389	05	ANTIOQUIA	SANTO DOMINGO	SANTO DOMINGO	CM	ZONA05	DAMED	DAMEDZONA05	26246.08	881219.1435814576	1207411.161070097
342	CO26	Santander	68	68	431	Pinchote	100.0	549	68549	41766707.7003	28846.6363199	346	655	68	SANTANDER	PINCHOTE	PINCHOTE	CM	ZONA03	DANGA	DANGAZONA03	4176.671	1098686.4450781276	1211237.3099817184
343	CO26	Santander	68	68	431	Palmar	100.0	522	68522	17901716.9662	21539.0357445	347	652	68	SANTANDER	PALMAR	PALMAR	CM	ZONA04	DANGA	DANGAZONA04	1790.172	1085565.0623919237	1209995.2561026788
344	CO26	Santander	68	68	430	San Joaquín	94.0	682	68682	141467203.942	52153.7339156	348	664	68	SANTANDER	SAN JOAQUIN	SAN JOAQUIN	CM	ZONA03	DANGA	DANGAZONA03	14146.72	1133550.9855130166	1203915.974558241
345	CO26	Santander	68	68	430	Onzaga	100.0	502	68502	374300397.68	111038.532284	349	651	68	SANTANDER	ONZAGA	ONZAGA	CM	ZONA03	DANGA	DANGAZONA03	37430.04	1138158.8746990492	1190960.55476663
346	CO02	Antioquia	05	05	058	San Roque	100.0	670	05670	432420021.679	102464.057794	350	413	05	ANTIOQUIA	SAN ROQUE	SAN ROQUE	CM	ZONA05	DAMED	DAMEDZONA05	43242.002	903581.347282772	1204131.0087455986
347	CO26	Santander	68	68	422	Vélez	88.0	861	68861	361163452.868	175491.623351	351	677	68	SANTANDER	VELEZ	VELEZ	CM	ZONA05	DANGA	DANGAZONA05	36116.345	1039299.0618304885	1180676.6323839251
348	CO26	Santander	68	68	437	Landazuri	100.0	385	68385	573149388.447	144921.607457	352	644	68	SANTANDER	LANDAZURI	LANDAZURI	CM	ZONA02	DANGA	DANGAZONA02	57314.939	1025400.5177604634	1188826.5687808408
349	CO26	Santander	68	68	421	Socorro	100.0	755	68755	119004698.853	44953.8465492	353	671	68	SANTANDER	SOCORRO	SOCORRO	CM	ZONA04	DANGA	DANGAZONA04	11900.47	1091365.560139603	1205478.204562098
350	CO02	Antioquia	05	05	051	Caicedo	100.0	125	05125	223235976.826	61276.9681644	354	318	05	ANTIOQUIA	CAICEDO	CAICEDO	CM	ZONA06	DAMED	DAMEDZONA06	22323.598	788599.2465802231	1202381.3331460005
351	CO02	Antioquia	05	05	007	Barbosa	100.0	079	05079	221485268.823	65488.9067256	355	309	05	ANTIOQUIA	BARBOSA	BARBOSA	CM	ZONA03	DAMED	DAMEDZONA03	22148.527	860338.348322965	1202734.0234727794
352	CO36	Boyacá	15	15	120	El Espino	100.0	248	15248	79667640.7428	38832.9855711	356	875	15	BOYACA	EL ESPINO	EL ESPINO	CM	ZONA09	DABOG	DABOGZONA09	7966.764	1175152.4556210083	1206843.0542671059
353	CO02	Antioquia	05	05	072	San Pedro	100.0	664	05664	215948613.58	66002.4429689	357	383	05	ANTIOQUIA	SAN PEDRO	SAN PEDRO	CM	ZONA01	DAMED	DAMEDZONA01	21594.861	834864.2150486383	1205193.4777880956
354	CO02	Antioquia	05	05	053	San Jerónimo	95.0	656	05656	151309514.321	50681.2460692	358	379	05	ANTIOQUIA	SAN JERONIMO	SAN JERONIMO	CM	ZONA01	DAMED	DAMEDZONA01	15130.951	817851.951206536	1203680.6624248296
355	CO26	Santander	68	68	434	Santa Helena del Opón	97.0	720	68720	408315939.94	82104.5965383	359	669	68	SANTANDER	SANTA HELENA DEL OPON	SANTA HELENA DEL OPON	CM	ZONA05	DANGA	DANGAZONA05	40831.594	1053166.475501215	1198846.124393333
356	CO26	Santander	68	68	431	Paramo	100.0	533	68533	63052511.7308	39025.168061	360	991	68	SANTANDER	PARAMO	PARAMO	CM	ZONA03	DANGA	DANGAZONA03	6305.251	1099638.3758256708	1203393.5191831987
357	CO36	Boyacá	15	15	120	Guacamayas	100.0	317	15317	68457165.539	37485.6591521	361	877	15	BOYACA	GUACAMAYAS	GUACAMAYAS	CM	ZONA09	DABOG	DABOGZONA09	6845.717	1170383.6729660186	1201345.0285891597
358	CO26	Santander	68	68	431	Valle de San José	96.0	855	68855	82133496.0107	35488.457225	362	676	68	SANTANDER	VALLE DE SAN JOSE	VALLE DE SAN JOSE	CM	ZONA03	DANGA	DANGAZONA03	8213.35	1105264.2814000975	1201451.040341371
359	CO36	Boyacá	15	15	120	San Mateo	100.0	673	15673	117902944.851	51200.6728011	363	879	15	BOYACA	SAN MATEO	SAN MATEO	CM	ZONA09	DABOG	DABOGZONA09	11790.294	1166305.7561502215	1196862.5515444684
360	CO26	Santander	68	68	435	Chimá	88.0	176	68176	200093275.909	64492.3803099	364	618	68	SANTANDER	CHIMA	CHIMA	CM	ZONA04	DANGA	DANGAZONA04	20009.328	1072537.5716427835	1195102.1231602344
361	CO36	Boyacá	15	15	120	Panqueba	100.0	522	15522	39356226.561	32250.4167468	365	878	15	BOYACA	PANQUEBA	PANQUEBA	CM	ZONA09	DABOG	DABOGZONA09	3935.623	1177673.9149515615	1199983.1273955987
362	CO36	Boyacá	15	15	121	Tipacoque	100.0	810	15810	71044217.6191	32989.7576952	366	881	15	BOYACA	TIPACOQUE	TIPACOQUE	CM	ZONA09	DABOG	DABOGZONA09	7104.422	1150369.514351447	1199017.1565277018
363	CO02	Antioquia	05	05	058	Caracolí	92.0	142	05142	309947085.987	82758.0043734	367	322	05	ANTIOQUIA	CARACOLI	CARACOLI	CM	ZONA05	DAMED	DAMEDZONA05	30994.709	926856.3931696177	1191077.5952906907
364	CO02	Antioquia	05	05	063	Concepción	94.0	206	05206	155676213.664	53568.757343	368	330	05	ANTIOQUIA	CONCEPCION	CONCEPCION	CM	ZONA01	DAMED	DAMEDZONA01	15567.621	872437.765778332	1197189.9984507456
365	CO02	Antioquia	05	05	022	Girardota	100.0	308	05308	82737711.1107	37254.6292516	369	342	05	ANTIOQUIA	GIRARDOTA	GIRARDOTA	CM	ZONA03	DAMED	DAMEDZONA03	8273.771	847146.2103632157	1195813.37246825
366	CO36	Boyacá	15	15	122	Boavita	100.0	097	15097	178714045.831	65308.764684	370	883	15	BOYACA	BOAVITA	BOAVITA	CM	ZONA09	DABOG	DABOGZONA09	17871.405	1159118.7975503888	1189133.7690709545
367	CO02	Antioquia	05	05	016	Copacabana	100.0	212	05212	66310604.578	37701.4027251	371	332	05	ANTIOQUIA	COPACABANA	COPACABANA	CM	ZONA06	DAMED	DAMEDZONA06	6631.06	840904.8114336786	1194091.9257351472
368	CO02	Antioquia	05	05	008	Bello	100.0	088	05088	150502452.211	50813.38957	372	311	05	ANTIOQUIA	BELLO	BELLO	CM	ZONA06	DAMED	DAMEDZONA06	15050.245	831675.8183026061	1194555.9871053223
369	CO02	Antioquia	05	05	053	Ebejico	100.0	240	05240	221099701.558	64103.0169484	373	335	05	ANTIOQUIA	EBEJICO	EBEJICO	CM	ZONA01	DAMED	DAMEDZONA01	22109.97	809301.3181764294	1191061.653632244
370	CO26	Santander	68	68	435	Palmas del Socorro	100.0	524	68524	88147809.4959	37299.618651	374	653	68	SANTANDER	PALMAS DEL SOCORRO	PALMAS DEL SOCORRO	CM	ZONA04	DANGA	DANGAZONA04	8814.781	1088450.5290798005	1196228.9502006148
371	CO02	Antioquia	05	05	054	Anza	100.0	044	05044	222412886.421	63639.3248668	375	304	05	ANTIOQUIA	ANZA	ANZA	CM	ZONA01	DAMED	DAMEDZONA01	22241.289	796327.5640309443	1189048.183683248
372	CO02	Antioquia	05	05	063	Alejandría	94.0	021	05021	132045320.312	59832.4926309	376	296	05	ANTIOQUIA	ALEJANDRIA	ALEJANDRIA	CM	ZONA01	DAMED	DAMEDZONA01	13204.532	885578.4842923398	1194025.7733265362
373	CO36	Boyacá	15	15	120	El Cocuy	100.0	244	15244	181012707.604	52297.6779187	377	878	15	BOYACA	EL COCUY	EL COCUY	CM	ZONA09	DABOG	DABOGZONA09	18101.271	1182059.3637194377	1191527.9101086985
374	CO02	Antioquia	05	05	063	San Rafael	100.0	667	05667	369167943.021	91180.9126164	378	385	05	ANTIOQUIA	SAN RAFAEL	SAN RAFAEL	CM	ZONA03	DAMED	DAMEDZONA03	36916.794	896674.1443015271	1188546.7731687836
375	CO26	Santander	68	68	435	Confines	100.0	209	68209	54834525.6085	31087.2100731	379	1043	68	SANTANDER	CONFINES	CONFINES	CM	ZONA04	DANGA	DANGAZONA04	5483.453	1096376.68601609	1193574.643631277
376	CO26	Santander	68	68	431	Ocamonte	100.0	498	68498	51497470.2025	30653.1922132	380	1042	68	SANTANDER	OCAMONTE	OCAMONTE	CM	ZONA03	DANGA	DANGAZONA03	5149.747	1104464.5518519613	1193034.684400611
377	CO02	Antioquia	05	05	001	Medellín	92.0	001	05001	361656565.964	98913.6953526	381	293	05	ANTIOQUIA	MEDELLIN	MEDELLIN	CM	ZONA02	DAMED	DAMEDZONA02	36165.657	827838.9228996071	1184506.0208170211
378	CO02	Antioquia	05	05	035	San Vicente	100.0	674	05674	205073605.544	60788.8710479	382	386	05	ANTIOQUIA	SAN VICENTE	SAN VICENTE	CM	ZONA03	DAMED	DAMEDZONA03	20507.361	861065.5062424846	1188757.8353364693
379	CO26	Santander	68	68	432	Coromoro	100.0	217	68217	551096488.765	96847.3461551	383	623	68	SANTANDER	COROMORO	COROMORO	CM	ZONA03	DANGA	DANGAZONA03	55109.649	1120953.0125966878	1180308.4542233238
380	CO26	Santander	68	68	435	Contratación	95.0	211	68211	98290991.0293	48087.3299017	384	622	68	SANTANDER	CONTRATACION	CONTRATACION	CM	ZONA04	DANGA	DANGAZONA04	9829.099	1066056.5130147247	1187384.3263063303
381	CO26	Santander	68	68	434	La Paz	100.0	397	68397	378036583.827	93258.6202421	385	642	68	SANTANDER	LA PAZ	LA PAZ	CM	ZONA05	DANGA	DANGAZONA05	37803.658	1049119.6220482164	1177363.5795025425
